conversion_id,user_id,click_id,impression_id,conversion_time,conversion_type,revenue,product_cost,attribution_type
852,1691,,84015,2024-01-11 13:00:00,purchase,36.521525674357825,14.211808021745771,view
853,1693,,17499,2024-03-14 15:00:00,purchase,11.054434064979345,5.506393011719006,view
854,1694,,15297,2024-01-29 07:00:00,purchase,6.294035534735974,3.6129297644041825,view
855,1696,,59896,2024-03-21 23:00:00,purchase,31.728092316408823,12.725299732154566,view
856,1698,,42034,2024-01-08 16:00:00,purchase,30.31625916344198,11.198032897547607,view
857,1709,,36698,2024-03-24 11:00:00,purchase,21.368626693360586,8.347673476804726,view
858,1710,,44664,2024-03-04 02:00:00,purchase,26.733460124458684,11.252370399799696,view
859,1716,,66835,2024-03-12 17:00:00,purchase,19.144157384455347,8.167769233441508,view
860,1725,,98280,2024-01-04 21:00:00,purchase,35.52901342685433,17.52513095037562,view
861,1745,,50525,2024-02-09 11:00:00,purchase,1.0091303701730168,0.36401468273018495,view
862,1747,,27592,2024-02-06 14:00:00,purchase,2.087741689121833,1.0051813360266726,view
863,1753,,43985,2024-03-23 10:00:00,purchase,33.11781495652906,16.447364720340666,view
864,1778,,70339,2024-02-08 15:00:00,purchase,38.115316830035134,16.506606845779174,view
865,1784,,15052,2024-02-26 04:00:00,purchase,21.991942400274965,9.162560466201352,view
866,1794,,81330,2024-01-30 02:00:00,purchase,10.475717419218784,4.34862855575485,view
867,1796,,28131,2024-01-26 14:00:00,purchase,27.362548585379336,13.086035140751617,view
868,1799,,66455,2024-02-15 08:00:00,purchase,13.17238414173414,6.5287787748373844,view
869,1805,,57464,2024-02-07 05:00:00,purchase,5.284901169939826,2.7421054674273537,view
870,1805,,36877,2024-03-23 06:00:00,purchase,21.771465713733757,9.97125355984488,view
871,1818,,59033,2024-01-26 23:00:00,purchase,12.07677130864229,5.7142517467471885,view
872,1822,,60927,2024-01-26 10:00:00,purchase,25.578344263250848,10.948851134939067,view
873,1824,,58167,2024-03-02 10:00:00,purchase,7.851261429387094,2.8940111231283727,view
874,1832,,41603,2024-03-23 17:00:00,purchase,7.161516688685443,2.574340011441657,view
875,1846,,12947,2024-02-23 16:00:00,purchase,29.458418952524987,10.312284973884609,view
876,1851,,98433,2024-03-09 09:00:00,purchase,21.30439569696879,11.491675099817293,view
877,1862,,8399,2024-02-13 19:00:00,purchase,29.211769723228162,14.23446836323045,view
878,1866,,13561,2024-01-01 07:00:00,purchase,30.04210318708491,15.052577689793441,view
879,1869,,14744,2024-01-22 11:00:00,purchase,23.287498611245834,11.604103388033925,view
880,1870,,20731,2024-01-06 23:00:00,purchase,8.47545436234835,3.5284124623480326,view
881,1873,,12214,2024-01-23 07:00:00,purchase,4.079146637645963,1.7197186165747658,view
882,1877,,66133,2024-01-20 23:00:00,purchase,31.67550174034301,13.744870188266741,view
883,1898,,28855,2024-03-11 18:00:00,purchase,18.674549219847897,6.076308954113752,view
884,1913,,56745,2024-01-31 13:00:00,purchase,33.0476502018767,17.656610669989135,view
885,1927,,19884,2024-02-12 10:00:00,purchase,31.350676691991467,11.217049064213887,view
886,1938,,27623,2024-02-28 16:00:00,purchase,24.846298154975322,11.903978287594693,view
887,1946,,65980,2024-02-09 21:00:00,purchase,17.03295467021137,7.451147679807669,view
888,1961,,32685,2024-02-15 13:00:00,purchase,63.56354595566413,31.044868000063687,view
889,1966,,14246,2024-02-16 00:00:00,purchase,18.23485276509809,8.185444582417798,view
890,1977,,83999,2024-03-15 04:00:00,purchase,30.500134530232764,11.972021918990436,view
891,1991,,5710,2024-03-23 20:00:00,purchase,2.669967929900623,1.226764882828883,view
892,1992,,31037,2024-02-11 12:00:00,purchase,56.34460777905791,21.29094165605448,view
893,1998,,71268,2024-02-20 04:00:00,purchase,32.63196715721385,16.030137051078746,view
894,2011,,70531,2024-02-16 00:00:00,purchase,41.179532081532436,18.112486401197526,view
895,2020,,20796,2024-01-23 09:00:00,purchase,23.565100866271102,6.652673698671311,view
896,2023,,60541,2024-03-22 17:00:00,purchase,3.0073603089128986,1.5637578680012802,view
897,2029,,96142,2024-01-06 15:00:00,purchase,6.003894951280427,1.696831908525958,view
898,2036,,72169,2024-01-04 20:00:00,purchase,17.77700639747888,8.659236276364494,view
899,2040,,79229,2024-01-11 09:00:00,purchase,10.360895570347664,4.698894540612545,view
900,2046,,81134,2024-01-16 18:00:00,purchase,11.266166657426655,4.601938489216557,view
901,2047,,27304,2024-01-16 21:00:00,purchase,6.920235241292372,1.9390510731750121,view
902,2051,,30444,2024-02-20 09:00:00,purchase,17.53603454459021,8.74257558899767,view
903,2053,,43849,2024-01-12 04:00:00,purchase,11.579934540935689,6.397524856860775,view
904,2061,,13109,2024-03-20 20:00:00,purchase,7.708321627021695,3.8002219371394155,view
905,2064,,83776,2024-03-03 06:00:00,purchase,48.193313227364435,15.095320968326838,view
906,2066,,18432,2024-01-17 19:00:00,purchase,7.7094854236050185,3.21278349349905,view
907,2071,,42234,2024-02-29 22:00:00,purchase,25.94952249081677,15.448417628248903,view
908,2077,,14869,2024-03-29 17:00:00,purchase,4.858857184105821,2.177132321187727,view
909,2105,,3957,2024-02-20 02:00:00,purchase,3.601939339102874,1.0395600749754799,view
910,2108,,84141,2024-01-19 11:00:00,purchase,44.604222019494124,14.60729399037945,view
911,2117,,950,2024-02-15 03:00:00,purchase,34.99695397011335,15.541750923988516,view
912,2121,,1186,2024-01-25 15:00:00,purchase,41.25238926255174,20.81784026564483,view
913,2130,,42831,2024-03-04 07:00:00,purchase,19.02925166338498,9.747706637534296,view
914,2135,,24612,2024-01-28 12:00:00,purchase,12.51143688313773,6.263117211947437,view
915,2139,,94004,2024-02-17 04:00:00,purchase,16.218611068383964,3.8263930271381215,view
916,2140,,1384,2024-03-05 09:00:00,purchase,6.803898408872188,4.020930659217962,view
917,2153,,69149,2024-02-27 13:00:00,purchase,64.18782131380064,29.535832188450044,view
918,2161,,23668,2024-02-21 21:00:00,purchase,23.27105782972202,10.536329579639359,view
919,2162,,91291,2024-01-12 01:00:00,purchase,3.274537916655312,1.2302844195683218,view
920,2162,,75306,2024-03-15 09:00:00,purchase,63.19056311253242,28.91408239174676,view
921,2168,,18185,2024-03-03 07:00:00,purchase,27.972270781165054,13.77995704858956,view
922,2170,,2930,2024-03-13 03:00:00,purchase,3.1469260336185467,1.5903892827552728,view
923,2173,,69956,2024-02-20 20:00:00,purchase,4.496784562187623,2.2923433878713033,view
924,2201,,25083,2024-02-13 03:00:00,purchase,14.36455013126097,7.736554334674969,view
925,2213,,96667,2024-03-15 21:00:00,purchase,24.63693439563944,11.803201729873683,view
926,2217,,40219,2024-03-02 14:00:00,purchase,40.753835627812336,19.41706018185352,view
927,2238,,80729,2024-02-07 05:00:00,purchase,18.83986797228948,10.617176159177234,view
928,2240,,71768,2024-03-18 11:00:00,purchase,79.4848577342943,39.6991036159427,view
929,2246,,37308,2024-01-17 19:00:00,purchase,95.85772846917114,55.39676814909428,view
930,2251,,36099,2024-01-18 21:00:00,purchase,23.59717659464893,8.094018269643207,view
931,2253,,61020,2024-01-08 02:00:00,purchase,61.358742321744785,19.527410190692418,view
932,2254,,38091,2024-01-16 20:00:00,purchase,3.8647089655176914,1.3108581386097067,view
933,2261,,54810,2024-01-20 10:00:00,purchase,36.842926896629564,19.325712025035923,view
934,2264,,56918,2024-02-07 20:00:00,purchase,15.244079725898876,8.612702899344391,view
935,2268,,24662,2024-01-26 18:00:00,purchase,16.335256305119977,5.3763040779713345,view
936,2269,,9801,2024-01-13 23:00:00,purchase,14.594313216008686,5.0554672711122635,view
937,2274,,94275,2024-03-26 18:00:00,purchase,9.009587613479114,4.848118663535411,view
938,2288,,9748,2024-01-18 05:00:00,purchase,52.778317170192445,19.2172406754232,view
939,2289,,57122,2024-02-10 09:00:00,purchase,4.165574827499092,2.167944469332269,view
940,2298,,21837,2024-03-28 12:00:00,purchase,2.178719303782094,0.619421437385033,view
941,2308,,30844,2024-01-04 00:00:00,purchase,36.65175243586963,19.294871595152735,view
942,2333,,26454,2024-03-29 05:00:00,purchase,41.796767614933835,17.689903480360087,view
943,2335,,49494,2024-03-09 13:00:00,purchase,20.080783789686322,8.98077579710709,view
944,2340,,38877,2024-03-27 11:00:00,purchase,74.11108244209353,34.07536203232085,view
945,2346,,20895,2024-01-10 22:00:00,purchase,6.903255415099707,2.8193870344059393,view
946,2351,,31428,2024-03-16 16:00:00,purchase,15.083904423914761,4.751176444987143,view
947,2353,,72977,2024-01-11 14:00:00,purchase,10.186144618977155,4.043358619769342,view
948,2353,,97064,2024-02-29 05:00:00,purchase,16.858965761888538,8.827440464123866,view
949,2356,,13401,2024-03-23 03:00:00,purchase,22.720843059638995,7.233337967884037,view
950,2362,,26429,2024-02-17 08:00:00,purchase,15.053479204190454,6.338721193963621,view
951,2369,,337,2024-03-22 21:00:00,purchase,39.12830509432178,20.654399640257058,view
952,2369,,31906,2024-03-24 16:00:00,purchase,10.622221846769452,6.262621016537545,view
953,2370,,17301,2024-01-10 00:00:00,purchase,27.133899449482843,12.245615873754245,view
954,2371,,28705,2024-01-09 17:00:00,purchase,7.172350504768264,4.386470167626842,view
955,2371,,7225,2024-01-18 15:00:00,purchase,18.9705095052145,9.31015207438437,view
956,2378,,38260,2024-02-19 11:00:00,purchase,16.43349075186532,6.593820093844089,view
957,2383,,83573,2024-02-16 12:00:00,purchase,28.45134718877889,9.982940787756311,view
958,2383,,54765,2024-03-15 19:00:00,purchase,14.075599246234468,5.6535605117882115,view
959,2390,,57511,2024-02-29 22:00:00,purchase,17.299481704331384,8.379311375621997,view
960,2391,,32690,2024-02-20 06:00:00,purchase,9.390167528689886,4.376579102403474,view
961,2393,,32412,2024-03-03 01:00:00,purchase,7.882262751665723,3.7813247684856814,view
962,2396,,59614,2024-02-23 01:00:00,purchase,19.28766986039444,7.447184967124371,view
963,2401,,48552,2024-03-15 05:00:00,purchase,25.71763857130794,10.150810929734085,view
964,2404,,38736,2024-02-23 22:00:00,purchase,11.02849472585545,3.6132445232314705,view
965,2412,,4243,2024-03-14 09:00:00,purchase,4.173217843640775,2.08546946244325,view
966,2419,,15438,2024-01-03 12:00:00,purchase,3.954594073906556,2.1525326953161907,view
967,2421,,43320,2024-02-15 11:00:00,purchase,2.2022632920487824,0.869900823954323,view
968,2422,,24955,2024-02-25 22:00:00,purchase,24.072632070947957,11.839181211221037,view
969,2427,,14170,2024-01-11 11:00:00,purchase,26.298186283023583,11.844619138542598,view
970,2428,,33393,2024-02-26 20:00:00,purchase,47.852608875792605,28.164751483881982,view
971,2431,,11321,2024-03-16 12:00:00,purchase,24.098204326263097,6.695046224137407,view
972,2436,,60294,2024-01-21 00:00:00,purchase,29.518744381801795,8.783265443820602,view
973,2447,,72470,2024-02-26 06:00:00,purchase,10.523165343149707,6.0113131417668395,view
974,2459,,17861,2024-03-12 22:00:00,purchase,5.003112042240621,2.489815504509674,view
975,2465,,71171,2024-03-27 16:00:00,purchase,5.3920698411436225,2.8953271382299697,view
976,2480,,57697,2024-02-15 01:00:00,purchase,41.755363899180345,21.712870897942256,view
977,2486,,67677,2024-03-27 23:00:00,purchase,14.94165075072356,6.954349454194087,view
978,2500,,95078,2024-01-01 06:00:00,purchase,20.977864488810976,11.459464153341825,view
979,2528,,98571,2024-03-08 12:00:00,purchase,5.627470931206165,2.1453998822579847,view
980,2532,,43191,2024-03-08 22:00:00,purchase,17.352007602788547,8.663217999870643,view
981,2534,,61053,2024-02-25 09:00:00,purchase,20.374860997340942,11.458940260132142,view
982,2538,,48257,2024-01-07 02:00:00,purchase,13.133614628852484,6.9650880081968065,view
983,2539,,64189,2024-01-14 09:00:00,purchase,54.16855761816159,22.84406162772261,view
984,2544,,68655,2024-01-14 20:00:00,purchase,17.85977098187036,7.574317010385899,view
985,2555,,96389,2024-03-02 14:00:00,purchase,58.57733663511289,37.71524797233371,view
986,2559,,69620,2024-01-28 21:00:00,purchase,21.11880701058776,5.223462977317613,view
987,2563,,72021,2024-02-24 20:00:00,purchase,2.4355767509983046,0.9828341857027608,view
988,2565,,69100,2024-01-11 05:00:00,purchase,45.92351227416894,21.742146846490925,view
989,2573,,26812,2024-01-14 09:00:00,purchase,24.18141062877261,12.783955499784922,view
990,2575,,57316,2024-03-16 21:00:00,purchase,8.989831691886772,3.968236806983417,view
991,2577,,56039,2024-03-08 22:00:00,purchase,25.383352805962705,14.868216521704813,view
992,2578,,73077,2024-03-28 18:00:00,purchase,31.494778785884243,14.969165561076352,view
993,2581,,55831,2024-02-17 03:00:00,purchase,5.887451574717233,2.771851520824001,view
994,2590,,69568,2024-03-24 18:00:00,purchase,37.02287636511604,12.015086997447062,view
995,2598,,47933,2024-03-22 02:00:00,purchase,19.342986360714967,11.402759373194039,view
996,2600,,84622,2024-01-15 06:00:00,purchase,10.282404321298127,3.862666694675277,view
997,2602,,49670,2024-02-17 20:00:00,purchase,16.715467015004315,8.917442169048378,view
998,2618,,60992,2024-02-01 06:00:00,purchase,4.084513598526053,1.565520199084232,view
999,2628,,93889,2024-02-04 06:00:00,purchase,9.420585035043732,3.8961187569145093,view
1000,2629,,13272,2024-03-02 02:00:00,purchase,3.4901422174212295,0.8451480819985663,view
1001,2651,,55284,2024-02-23 08:00:00,purchase,39.311718288547716,16.44863712931422,view
1002,2655,,4909,2024-02-04 04:00:00,purchase,21.721837710193782,10.437041158618824,view
1003,2666,,96838,2024-03-12 19:00:00,purchase,38.418957943329914,20.137088285274526,view
1004,2677,,46695,2024-02-03 08:00:00,purchase,2.7007927165298975,1.296555604890068,view
1005,2681,,97908,2024-02-25 04:00:00,purchase,9.40070405040541,4.949626399882693,view
1006,2681,,54732,2024-03-27 15:00:00,purchase,6.383648733873462,2.5396266351680192,view
1007,2696,,56273,2024-02-05 07:00:00,purchase,5.722660831955293,2.9357361626874714,view
1008,2696,,90530,2024-02-12 10:00:00,purchase,13.738072692651057,4.8831876546186255,view
1009,2709,,5987,2024-01-02 21:00:00,purchase,10.43786703877734,5.286186047888165,view
1010,2712,,32661,2024-03-08 16:00:00,purchase,1.3311221773235917,0.6652171006617597,view
1011,2714,,85561,2024-01-16 11:00:00,purchase,1.6340107418106686,0.42755351442835143,view
1012,2719,,59014,2024-03-12 11:00:00,purchase,6.965588667546813,3.4465169652643937,view
1013,2721,,33516,2024-02-01 00:00:00,purchase,13.428886902525093,4.913476455699888,view
1014,2725,,27881,2024-01-15 18:00:00,purchase,12.66983839339587,3.390452661356376,view
1015,2729,,25721,2024-01-19 18:00:00,purchase,24.7760461752397,12.188391536672123,view
1016,2733,,70657,2024-01-30 08:00:00,purchase,33.92436375642991,14.370239446971073,view
1017,2740,,39373,2024-01-30 00:00:00,purchase,3.628828556613578,2.0147803505906623,view
1018,2750,,89826,2024-03-28 02:00:00,purchase,54.87074013298994,26.828185125920804,view
1019,2752,,92015,2024-03-02 15:00:00,purchase,20.52536846466277,5.713543658825375,view
1020,2762,,95654,2024-01-24 17:00:00,purchase,12.280142842130811,4.386148252014188,view
1021,2762,,52244,2024-03-29 17:00:00,purchase,50.733925860806735,25.802393601400173,view
1022,2767,,20245,2024-01-29 04:00:00,purchase,11.18110149138186,5.579166945139583,view
1023,2769,,33752,2024-03-10 19:00:00,purchase,2.797897310918462,1.5264878413165337,view
1024,2782,,19084,2024-02-19 20:00:00,purchase,6.342502466074081,2.7142624296469062,view
1025,2793,,74343,2024-01-14 23:00:00,purchase,16.059690806211425,6.9760119842659005,view
1026,2801,,86694,2024-02-13 09:00:00,purchase,11.532639727736438,4.9374228192998455,view
1027,2805,,13687,2024-02-28 18:00:00,purchase,11.856107078211583,5.352168802757041,view
1028,2811,,42152,2024-01-11 11:00:00,purchase,5.1074490736459826,1.7733198835981878,view
1029,2812,,74499,2024-03-25 13:00:00,purchase,8.279552821224764,3.5722475523289754,view
1030,2818,,6686,2024-03-07 18:00:00,purchase,18.815347509029728,9.787691968137942,view
1031,2820,,34708,2024-01-21 13:00:00,purchase,45.9039583846219,23.803647461690588,view
1032,2828,,4160,2024-01-15 01:00:00,purchase,43.18022268425676,20.530137060609228,view
1033,2854,,67289,2024-01-09 11:00:00,purchase,46.24624827493075,17.06160226888723,view
1034,2860,,79161,2024-01-30 14:00:00,purchase,34.72655134324014,16.60426773947033,view
1035,2872,,77004,2024-01-31 02:00:00,purchase,19.914347133780677,8.980343175766373,view
1036,2887,,21024,2024-01-03 02:00:00,purchase,15.342097601822852,6.112819394293311,view
1037,2891,,82299,2024-02-26 21:00:00,purchase,48.56604156433087,21.801941259278593,view
1038,2908,,85199,2024-01-13 08:00:00,purchase,18.526349941588222,10.397904290875633,view
1039,2909,,37848,2024-01-05 21:00:00,purchase,33.40752850349639,11.093186469609245,view
1040,2909,,56215,2024-01-12 20:00:00,purchase,13.814629912304923,5.669230258738469,view
1041,2914,,78406,2024-03-14 03:00:00,purchase,15.511012893316522,7.664903514734899,view
1042,2922,,40260,2024-02-29 12:00:00,purchase,5.966799549033254,3.174312054117341,view
1043,2926,,48458,2024-01-29 13:00:00,purchase,41.203573088511305,20.400055168492596,view
1044,2934,,32846,2024-02-11 10:00:00,purchase,51.121182656067305,23.05149756129186,view
1045,2934,,41515,2024-03-19 19:00:00,purchase,30.20423304701075,12.015675816038392,view
1046,2940,,10040,2024-02-27 16:00:00,purchase,31.782416911997746,8.538155446959381,view
1047,2945,,63362,2024-01-10 13:00:00,purchase,8.998137217827836,4.025742996680715,view
1048,2945,,28564,2024-01-14 16:00:00,purchase,28.696087696531414,11.60123198483611,view
1049,2949,,69757,2024-01-26 11:00:00,purchase,17.324170685788584,8.699282094410727,view
1050,2950,,87755,2024-01-22 17:00:00,purchase,2.7464511265888487,0.886674650975112,view
1051,2950,,93272,2024-01-24 10:00:00,purchase,24.703785197742874,9.865734181670717,view
1052,2960,,24005,2024-03-09 14:00:00,purchase,54.937955778720855,24.42630026399705,view
1053,2967,,18042,2024-03-20 19:00:00,purchase,35.77551532040345,14.026294280845065,view
1054,2985,,49623,2024-03-05 13:00:00,purchase,15.305028517645734,7.4033354290395685,view
1055,2996,,91519,2024-02-04 01:00:00,purchase,1.035721633171494,0.5588401003774691,view
1056,3004,,8166,2024-02-26 00:00:00,purchase,3.3335569425030256,1.7909137592842366,view
1057,3027,,9047,2024-03-16 16:00:00,purchase,20.554692198080662,5.006797338952807,view
1058,3032,,83625,2024-01-20 15:00:00,purchase,31.18974915795835,9.70531221882312,view
1059,3047,,42607,2024-01-14 00:00:00,purchase,10.027018357975718,4.876564003722488,view
1060,3049,,43950,2024-01-06 06:00:00,purchase,5.846384756282118,2.4492351031800452,view
1061,3060,,73020,2024-01-19 01:00:00,purchase,2.4463953985777387,1.1223310792051922,view
1062,3061,,10792,2024-03-11 14:00:00,purchase,36.22116053958099,17.199802699320237,view
1063,3080,,76458,2024-03-03 17:00:00,purchase,16.45353323378499,8.40787076985874,view
1064,3090,,15492,2024-03-16 04:00:00,purchase,3.069405861011121,1.600357056341527,view
1065,3094,,50697,2024-03-20 13:00:00,purchase,66.55992154119794,29.255719336689744,view
1066,3098,,13007,2024-03-24 13:00:00,purchase,12.000403811910104,6.033088388809583,view
1067,3102,,94313,2024-03-27 15:00:00,purchase,12.08637330232765,4.8770168787062325,view
1068,3115,,63379,2024-01-08 03:00:00,purchase,11.8105282972936,4.6655363093102356,view
1069,3128,,66520,2024-02-21 05:00:00,purchase,17.633954030441323,8.611044602616843,view
1070,3139,,48983,2024-02-13 18:00:00,purchase,15.659098390591641,7.07652716726338,view
1071,3150,,6462,2024-02-17 22:00:00,purchase,18.624649330817096,6.892659159824949,view
1072,3159,,99710,2024-02-25 02:00:00,purchase,6.5083993801265425,3.452437106538455,view
1073,3163,,67543,2024-02-21 01:00:00,purchase,23.91680383240104,11.782179146453693,view
1074,3164,,82374,2024-02-17 00:00:00,purchase,15.637083164368752,8.296523152981687,view
1075,3170,,40242,2024-02-03 06:00:00,purchase,18.357105418790866,8.003039216435026,view
1076,3175,,54989,2024-01-31 18:00:00,purchase,14.445628561444934,6.552481120268134,view
1077,3177,,4489,2024-02-22 12:00:00,purchase,19.305630537182836,9.80746149671529,view
1078,3183,,47146,2024-01-06 11:00:00,purchase,29.44130141556851,14.969493495715104,view
1079,3190,,79081,2024-01-05 11:00:00,purchase,23.840174108655013,10.963816265774959,view
1080,3196,,66635,2024-01-26 18:00:00,purchase,8.394487574134507,4.738092579435313,view
1081,3200,,49778,2024-02-17 04:00:00,purchase,9.330594778038645,4.989836724456348,view
1082,3203,,91014,2024-02-08 05:00:00,purchase,50.6185898802922,19.42272450306223,view
1083,3208,,24458,2024-03-29 18:00:00,purchase,17.82767894581411,5.623826537443211,view
1084,3216,,9638,2024-02-14 22:00:00,purchase,5.764519683993947,2.3627805207213792,view
1085,3218,,51931,2024-01-31 06:00:00,purchase,26.518962291556694,10.321852053766863,view
1086,3226,,5917,2024-01-07 11:00:00,purchase,9.793997450681287,4.912607948874701,view
1087,3237,,91938,2024-02-29 07:00:00,purchase,2.3222074337820344,0.954818584737188,view
1088,3241,,73357,2024-01-21 02:00:00,purchase,55.714131687718904,28.049925216424974,view
1089,3242,,46200,2024-03-23 08:00:00,purchase,13.958122299653336,8.01614915119347,view
1090,3244,,40441,2024-03-03 14:00:00,purchase,40.942919938646256,19.8304799992408,view
1091,3254,,97790,2024-02-15 02:00:00,purchase,22.083568651055806,5.850302377125693,view
1092,3263,,8280,2024-01-24 11:00:00,purchase,23.10903032765667,9.731737944013485,view
1093,3265,,28695,2024-03-02 17:00:00,purchase,13.794797907065492,6.482272647551269,view
1094,3267,,38833,2024-01-22 05:00:00,purchase,23.48514362040818,12.13944463359832,view
1095,3295,,63735,2024-02-26 00:00:00,purchase,38.49530081381826,15.43798144999737,view
1096,3312,,21413,2024-03-26 16:00:00,purchase,11.570571829842446,4.654195121174839,view
1097,3319,,88893,2024-02-20 17:00:00,purchase,44.820098314214896,23.134869996299216,view
1098,3342,,95032,2024-02-13 05:00:00,purchase,3.8021452979526833,1.8681350469085376,view
1099,3344,,28747,2024-03-20 23:00:00,purchase,15.956146710131996,4.391073861494902,view
1100,3346,,24653,2024-03-09 10:00:00,purchase,37.37299975629926,21.73203617274358,view
1101,3346,,98173,2024-03-20 05:00:00,purchase,33.23328675905184,7.127875216567197,view
1102,3346,,85413,2024-03-30 23:00:00,purchase,47.581324165619506,24.343051271076774,view
1103,3357,,37358,2024-02-19 22:00:00,purchase,6.776199209473772,2.5517860267759134,view
1104,3357,,89392,2024-03-07 05:00:00,purchase,9.33341817591836,3.6995080938720752,view
1105,3364,,98857,2024-03-21 01:00:00,purchase,5.389411040155479,2.274000805786905,view
1106,3369,,32358,2024-02-29 17:00:00,purchase,63.157040510476484,30.61686146928102,view
1107,3370,,19407,2024-01-20 16:00:00,purchase,3.07824642703162,1.4559750058006098,view
1108,3372,,23253,2024-03-26 12:00:00,purchase,36.89858562553989,17.55559136563922,view
1109,3373,,16515,2024-03-12 08:00:00,purchase,2.457163465628443,1.3296580513763412,view
1110,3376,,73317,2024-03-09 13:00:00,purchase,16.408735133762406,6.833599160110552,view
1111,3379,,69192,2024-02-13 14:00:00,purchase,25.74460703194205,11.856096992154596,view
1112,3384,,28654,2024-01-05 23:00:00,purchase,65.10477606655273,19.42578798499313,view
1113,3386,,77046,2024-01-08 10:00:00,purchase,37.05196723383706,11.177341035826512,view
1114,3386,,6772,2024-03-30 05:00:00,purchase,25.211443266698005,9.803841688448589,view
1115,3400,,85586,2024-02-20 13:00:00,purchase,2.8989596444135284,0.8844562858402261,view
1116,3408,,6371,2024-03-09 11:00:00,purchase,3.260727732944742,1.3092729389074889,view
1117,3409,,20696,2024-03-16 22:00:00,purchase,22.474332125379693,8.751192772532285,view
1118,3420,,69272,2024-03-31 23:00:00,purchase,28.110263011761145,14.539672265031664,view
1119,3421,,20677,2024-03-21 12:00:00,purchase,25.080122513952805,12.050816256888176,view
1120,3424,,41046,2024-03-13 11:00:00,purchase,10.122076655687852,5.1731426748920875,view
1121,3441,,68884,2024-03-09 01:00:00,purchase,15.6383948767448,7.447667578194844,view
1122,3454,,1626,2024-02-13 05:00:00,purchase,2.017652137458731,0.9401372020985284,view
1123,3455,,45658,2024-02-13 07:00:00,purchase,10.42295978094328,4.091450677211431,view
1124,3468,,59553,2024-03-25 08:00:00,purchase,28.836983766732445,14.452473179971594,view
1125,3471,,51040,2024-03-15 23:00:00,purchase,5.0874920405822674,1.7533179325681294,view
1126,3474,,54728,2024-02-09 23:00:00,purchase,20.3914591244783,11.511758061973794,view
1127,3476,,94091,2024-03-19 17:00:00,purchase,14.240157051096007,6.890411067120163,view
1128,3483,,93945,2024-01-27 23:00:00,purchase,4.216664586382269,2.347039993483914,view
1129,3486,,80853,2024-03-06 12:00:00,purchase,8.38311629936273,3.4713038356730856,view
1130,3494,,47832,2024-02-05 13:00:00,purchase,5.663183664368689,2.3817001436601912,view
1131,3496,,71812,2024-03-28 01:00:00,purchase,3.7882462821549017,1.1909538848454975,view
1132,3519,,48626,2024-02-15 14:00:00,purchase,34.4072274695097,16.72259080378155,view
1133,3523,,94587,2024-01-16 23:00:00,purchase,14.564484847248082,6.463842052841469,view
1134,3537,,81021,2024-03-20 01:00:00,purchase,6.401743708155269,2.3658602464391367,view
1135,3541,,80403,2024-01-07 22:00:00,purchase,13.667765003397278,4.302132272299605,view
1136,3543,,64582,2024-01-01 08:00:00,purchase,31.200082140155654,12.727571642582722,view
1137,3559,,57952,2024-02-17 21:00:00,purchase,22.964719397939987,8.323641607678226,view
1138,3562,,91,2024-02-20 21:00:00,purchase,35.95706261063935,10.597713052286148,view
1139,3563,,23922,2024-01-04 07:00:00,purchase,16.903812791595065,8.05919211817737,view
1140,3564,,74369,2024-01-11 06:00:00,purchase,3.531547911492128,1.8283936844368516,view
1141,3567,,46307,2024-03-07 12:00:00,purchase,19.18618592348659,10.096525896065238,view
1142,3574,,22952,2024-01-30 20:00:00,purchase,9.121462448449781,4.089464572962984,view
1143,3602,,60116,2024-03-22 20:00:00,purchase,2.015139530426787,0.8324781618598431,view
1144,3604,,37823,2024-01-07 14:00:00,purchase,13.250857759555911,6.51389986800889,view
1145,3622,,23824,2024-01-03 00:00:00,purchase,9.128255613757444,3.09289890974439,view
1146,3623,,7731,2024-02-14 06:00:00,purchase,3.3818790321047953,1.5701862067318668,view
1147,3638,,98034,2024-02-14 00:00:00,purchase,11.586925866584881,3.56712024293112,view
1148,3639,,95776,2024-03-21 01:00:00,purchase,56.46629819339202,23.75457005309065,view
1149,3640,,52221,2024-02-14 11:00:00,purchase,32.68361167308412,14.573078793962042,view
1150,3664,,86239,2024-03-01 18:00:00,purchase,13.627742620019164,7.252023209062595,view
1151,3666,,15039,2024-02-20 10:00:00,purchase,2.2141192629784148,1.3026263945685692,view
1152,3669,,42393,2024-03-04 03:00:00,purchase,20.44688813886841,11.262246160416257,view
1153,3671,,52348,2024-02-10 01:00:00,purchase,5.900624880872297,2.891285621345373,view
1154,3677,,33233,2024-01-12 07:00:00,purchase,22.747433469238743,10.933270401887016,view
1155,3678,,52914,2024-01-29 18:00:00,purchase,4.290624675272754,1.9625495172262881,view
1156,3682,,42058,2024-02-24 12:00:00,purchase,28.436018279955743,8.863653877457248,view
1157,3702,,3111,2024-01-22 13:00:00,purchase,14.067634725147332,7.26558009669066,view
1158,3707,,25934,2024-02-03 21:00:00,purchase,20.149354984959785,10.03753518211726,view
1159,3711,,40401,2024-01-19 18:00:00,purchase,13.240646268626707,6.697513444242275,view
1160,3730,,15686,2024-02-01 14:00:00,purchase,1.8505769450026044,0.6847057434807605,view
1161,3732,,89228,2024-03-15 19:00:00,purchase,30.962447779951322,12.050798345605578,view
1162,3736,,69427,2024-03-16 00:00:00,purchase,18.15944405231658,3.7403910798929125,view
